node_type,x(m),y(m),primary_channel,min_channel_allowed,max_channel_allowed,RSSI,SINR,throughput
1,73.2485,34.2782,2,2,3,-56.31,33.3,5.15
1,72.4552,39.0718,2,2,3,-64.42,24.76,3.96
0,10,50,0,0,3,20,10000,90.93
1,15.2819,53.4844,0,0,3,-61.53,27.01,9.37
1,1.6806,49.2996,0,0,3,-65.56,24.85,8.52
1,2.4273,49.3434,0,0,3,-64.15,25.68,9.45
1,4.4574,58.1264,0,0,3,-68.18,23.86,12.52
1,18.9491,46.6769,0,0,3,-67.68,16.25,5.38
1,6.6917,44.1894,0,0,3,-62.29,24.94,3.53
1,8.7704,42.7547,0,0,3,-63.65,26.07,1.46
1,3.4051,48.9463,0,0,3,-62.28,27.66,9.06
1,18.3586,54.7608,0,0,3,-67.81,20.63,7.83
1,16.8725,44.1711,0,0,3,-66.76,18.19,0.84
1,16.9338,53.3677,0,0,3,-64.35,23.81,11.83
1,8.2383,55.41,0,0,3,-60.08,30.32,10.06
1,13.5978,42.2687,0,0,3,-65.89,22.57,1.08
0,30,50,0,0,7,20,10000,21.43
1,30.0916,45.9496,0,0,7,-58.79,23.42,3.53
1,23.8337,56.3506,0,0,7,-69.48,19.31,1.23
1,24.5097,46.7843,0,0,7,-64.61,17.74,1.61
1,37.1476,43.9774,0,0,7,-70.35,13.32,0.23
1,22.4171,43.9229,0,0,7,-70.99,16.99,0
1,38.1921,54.1906,0,0,7,-70.1,18.37,0.23
1,30.0949,44.8742,0,0,7,-61.73,20.43,3.07
1,27.2731,41.4119,0,0,7,-69.77,12.07,0.54
1,37.4483,45.4207,0,0,7,-69.29,15.21,0.61
1,30.4102,53.95,0,0,7,-58.55,25.88,3.3
1,31.7053,52.2698,0,0,7,-54.68,29.51,2.53
1,39.4823,51.4661,0,0,7,-70.78,15.87,0.31
1,32.1226,41.9994,0,0,7,-68.44,13.33,0.84
1,28.7942,51.5944,0,0,7,-50.89,33.98,3.38
0,50,50,0,0,3,20,10000,185.09
1,53.0669,53.3032,0,0,3,-57.09,33.49,17.89
1,54.2224,54.7376,0,0,3,-61.57,29.58,16.9
1,51.0502,51.4252,0,0,3,-46.62,43.45,16.67
1,54.0392,50.6324,0,0,3,-55.89,34.36,19.28
1,57.112,55.0055,0,0,3,-66.2,25.26,15.44
1,45.8179,56.5072,0,0,3,-64.41,27.16,16.82
1,43.8918,57.7386,0,0,3,-68.21,23.67,15.67
1,46.6467,53.9937,0,0,3,-58.94,31.55,16.82
1,45.8234,41.7715,0,0,3,-67.14,20.03,4.07
1,49.849,43.2776,0,0,3,-62.37,26.02,13.29
1,47.871,53.4172,0,0,3,-55.71,34.78,15.67
1,46.5393,47.068,0,0,3,-57.17,31.17,16.59
0,70,50,4,4,5,20,10000,155.09
1,67.8201,48.046,4,4,5,-49,45.31,14.75
1,68.3161,54.8404,4,4,5,-55.7,38.89,12.13
1,65.5191,43.6013,4,4,5,-61.54,32.53,10.88
1,67.2137,49.5902,4,4,5,-48.57,45.62,13.06
1,66.481,47.2434,4,4,5,-53.97,40.1,10.98
1,73.035,42.8685,4,4,5,-61.43,32.75,10.53
1,68.872,54.3073,4,4,5,-53.93,40.62,13.98
1,68.1602,48.3713,4,4,5,-47.07,47.1,11.9
1,67.589,53.8409,4,4,5,-54.15,40.36,11.67
1,71.2809,56.7744,4,4,5,-59.72,34.97,12.24
1,66.5955,55.6424,4,4,5,-59.08,35.4,11.83
1,63.075,43.863,4,4,5,-64.17,29.68,8.46
1,68.2636,50.447,4,4,5,-43.74,50.69,12.67
0,10,10,0,0,1,20,10000,126.28
1,18.2656,7.3701,0,0,1,-63.14,23.26,8.14
1,12.9752,2.1903,0,0,1,-62.57,28.34,8.89
1,14.911,3.8597,0,0,1,-61.64,27.66,9.92
1,5.8242,17.213,0,0,1,-62.53,25.39,10.19
1,13.7491,8.7154,0,0,1,-52.51,35.07,11.9
1,12.636,14.2306,0,0,1,-55.35,29.98,11.75
1,4.8451,7.2608,0,0,1,-57.42,34.3,10.29
1,16.3718,14.8945,0,0,1,-61.97,22.16,3.35
1,12.2153,8.1427,0,0,1,-48.86,39.34,11.75
1,3.7079,15.3701,0,0,1,-62.41,27.24,7.46
1,11.3539,11.8817,0,0,1,-46.44,40.6,9.68
1,3.8191,10.1149,0,0,1,-58.19,33.13,11.37
1,7.2514,15.5418,0,0,1,-58.2,29.17,11.6
0,30,10,0,0,3,20,10000,1.61
1,37.7721,10.1978,0,0,3,-64.48,23.76,0.08
1,33.78,14.6098,0,0,3,-60.71,-9999,0
1,28.9946,11.065,0,0,3,-44.68,-9999,0
1,34.1642,3.9074,0,0,3,-63.71,24.01,0.23
1,32.5888,2.894,0,0,3,-64.07,25.45,0.23
1,33.2889,11.1512,0,0,3,-54,-9999,0
1,24.4104,1.9492,0,0,3,-68.12,23.32,0
1,30.3436,3.6623,0,0,3,-61.57,25.1,0.31
1,29.9394,15.9803,0,0,3,-60.75,23.82,0.15
1,36.2858,11.6777,0,0,3,-61.91,26.73,0.15
1,25.6368,3.5606,0,0,3,-64.49,25.34,0.08
1,29.9071,14.3629,0,0,3,-56.69,-9999,0
1,24.9601,17.8472,0,0,3,-67.31,6.17,0
1,37.081,14.2044,0,0,3,-65.35,18.68,0.08
1,33.6532,13.6022,0,0,3,-58.73,23.71,0.08
1,38.3053,12.1298,0,0,3,-65.97,23.53,0.15
1,27.761,15.8301,0,0,3,-61.34,19.56,0
1,31.5717,8.3326,0,0,3,-49.33,33.04,0.08
0,50,10,0,0,1,20,10000,77.33
1,55.0228,4.3208,0,0,1,-61.1,29.58,3.76
1,51.9483,2.8496,0,0,1,-60.76,30.27,5.06
1,46.146,9.7727,0,0,1,-52.19,33.45,6.37
1,55.1851,17.0606,0,0,1,-63.3,21.88,4.31
1,43.053,15.2798,0,0,1,-63.24,17.99,3.21
1,51.313,15.3389,0,0,1,-56.62,27.95,6.14
1,56.745,10.0889,0,0,1,-59.41,30.23,4.1
1,40.911,9.5241,0,0,1,-63.9,18.89,4.24
1,43.8819,4.3594,0,0,1,-62.5,25.22,6.63
1,51.6403,15.9076,0,0,1,-58.08,26.64,7.45
1,48.2573,10.6105,0,0,1,-44.04,41.76,5.84
1,55.2524,2.9278,0,0,1,-63.39,28.16,4.92
1,48.572,4.2734,0,0,1,-57.56,31.7,5.61
1,54.7179,9.7437,0,0,1,-54.67,33.5,5.22
1,54.3312,15.5216,0,0,1,-59.97,25.4,4.45
0,70,10,0,0,3,20,10000,47.62
1,75.0364,10.7188,0,0,3,-58.62,32.05,5.3
1,64.2221,12.0205,0,0,3,-61.07,27.75,6.22
1,67.2591,15.6645,0,0,3,-61.45,27.58,3.46
1,76.2943,12.3982,0,0,3,-62.4,28.11,4.84
1,71.7917,15.7082,0,0,3,-60.76,28.91,2.61
1,71.7164,11.3093,0,0,3,-48.69,42.07,4.99
1,75.6639,14.3073,0,0,3,-63.18,27,4.68
1,63.824,16.9625,0,0,3,-67.27,23.59,1.69
1,78.2433,9.1343,0,0,3,-65.45,26.22,6.14
1,78.8013,7.1149,0,0,3,-67.19,23.94,5.68
1,68.4515,19.1119,0,0,3,-67.16,22.48,2
0,10,30,4,4,5,20,10000,97.54
1,14.0541,33.666,4,4,5,-56.54,33.45,6.3
1,14.4397,26.6082,4,4,5,-56.83,34.78,6.6
1,17.2499,32.3354,4,4,5,-61.17,29.49,5.13
1,1.2912,31.3178,4,4,5,-63.38,27.8,4.17
1,9.036,38.6869,4,4,5,-63.26,28.36,0.68
1,7.4486,24.2276,4,4,5,-58.48,33.51,6.22
1,5.3833,23.0708,4,4,5,-62.51,30.29,4.58
1,9.6122,33.0907,4,4,5,-49.7,40.78,5.53
1,6.4847,22.2976,4,4,5,-62.77,30.08,5.34
1,12.586,24.8229,4,4,5,-57.3,34.46,7.22
1,7.9349,21.9592,4,4,5,-62.47,30.39,5.95
1,6.3718,24.0374,4,4,5,-59.89,32.45,5.47
1,12.1646,34.3873,4,4,5,-55.11,35.26,3.84
1,9.586,20.5304,4,4,5,-64.56,28.77,4.14
1,10.4693,36.9995,4,4,5,-59.97,31.04,1.5
1,15.6671,34.1532,4,4,5,-59.99,30.19,3.76
1,15.1004,22.8814,4,4,5,-63.29,29.38,5.13
1,5.2776,31.5793,4,4,5,-55.33,36.26,5.99
1,9.0147,27.5201,4,4,5,-47.97,42.99,6.37
1,5.6885,21.159,4,4,5,-65.16,27.9,3.6
0,30,30,0,0,1,20,10000,94.36
1,35.5915,25.7873,0,0,1,-59.94,24.77,6.09
1,26.4589,28.9129,0,0,1,-51.7,31.74,8.6
1,34.5452,34.3923,0,0,1,-58.5,28.64,7.76
1,37.3204,28.1088,0,0,1,-61.06,24.95,6.22
1,25.9233,27.5,0,0,1,-54.82,28.1,10.37
1,25.5078,28.5911,0,0,1,-54.62,28.54,8.99
1,26.2422,35.1341,0,0,1,-58.59,26.57,7.53
1,26.2783,28.304,0,0,1,-52.89,30.25,8.99
1,32.2905,36.6763,0,0,1,-60.06,27.36,6.91
1,23.8225,28.8156,0,0,1,-58.43,24.25,7.14
1,27.0201,22.1962,0,0,1,-62.56,18.01,4.31
1,23.7643,23.6572,0,0,1,-63.54,16.23,3.56
1,26.0416,30.3351,0,0,1,-52.53,31.29,7.91
0,50,30,0,0,7,20,10000,5.76
1,53.3656,32.9443,0,0,7,-60,16.82,0.84
1,44.0276,24.9932,0,0,7,-67.53,16.38,0.23
1,57.2432,32.2779,0,0,7,-67.14,11.36,0.38
1,42.7974,28.0547,0,0,7,-66.88,15.45,0.77
1,58.5197,24.863,0,0,7,-71.37,11.38,0
1,45.0167,31.447,0,0,7,-61.88,20.06,1.23
1,48.5382,23.4141,0,0,7,-65.43,16.97,0.69
1,46.8851,25.8753,0,0,7,-61.83,20.99,0.61
1,53.1521,36.3134,0,0,7,-66.07,5.49,0
1,49.9695,38.2429,0,0,7,-68.38,14.85,0.61
1,51.1781,21.8823,0,0,7,-68.3,14.45,0.38
0,70,30,0,0,3,20,10000,60.29
1,76.0219,24.4207,0,0,3,-65.3,21.26,7.83
1,64.8772,30.2189,0,0,3,-58.72,23.78,8.99
1,78.3216,29.0917,0,0,3,-65.6,22.07,6.07
1,64.9822,36.2872,0,0,3,-64.99,19.77,2.84
1,71.5183,32.2752,0,0,3,-51.25,33.1,7.53
1,75.5301,23.5509,0,0,3,-65.83,21.16,5.07
1,71.7406,21.2111,0,0,3,-66.66,18.24,4.07
1,74.8887,37.8595,0,0,3,-67.18,24.76,1.46
1,68.5764,26.3533,0,0,3,-55.37,27,9.37
1,75.2385,25.9524,0,0,3,-62.15,24.54,7.07
0,10,50,0,0,7,20,10000,120.42
1,12.1275,41.0562,0,0,7,-70.09,11.07,0.84
1,15.2114,53.6237,0,0,7,-64.58,19.05,16.74
1,4.9404,49.5477,0,0,7,-61.61,18.83,20.2
1,15.9554,52.8925,0,0,7,-65.17,18.09,15.67
1,14.7168,41.7884,0,0,7,-70.56,9.31,0
1,4.2384,42.3375,0,0,7,-70.76,1.27,0
1,15.0572,51.3344,0,0,7,-61.99,19.86,16.05
1,0.9417,46.9972,0,0,7,-70.69,12.43,0.08
1,9.1944,53.8024,0,0,7,-58.29,25.4,18.51
1,6.3814,51.7002,0,0,7,-58.63,23.42,16.59
1,18.4947,47.6484,0,0,7,-69.42,9.25,0.15
1,10.2737,41.7688,0,0,7,-68.36,14.43,11.21
1,19.8509,51.6115,0,0,7,-71.43,11.81,4.38
0,30,50,0,0,7,20,10000,18.51
1,33.0004,41.9788,0,0,7,-68.97,7.71,0
1,21.3197,48.652,0,0,7,-69.36,10.96,0.08
1,23.8731,55.2328,0,0,7,-68.03,12.62,0
1,36.0543,47.5412,0,0,7,-64.98,14.85,0.15
1,24.9604,48.746,0,0,7,-61.89,16.99,2.3
1,29.7899,59.2793,0,0,7,-70.24,12.57,0.84
1,27.9268,56.2127,0,0,7,-65.01,16.27,3.69
1,30.6383,55.824,0,0,7,-63.49,16.04,4.3
1,28.7391,44.7754,0,0,7,-62.34,16.54,2.07
1,31.5303,54.0109,0,0,7,-59.5,23.15,5.07
0,50,50,6,6,7,20,10000,112.43
1,51.3927,42.8999,6,6,7,-60.41,33.87,12.65
1,45.2816,51.4447,6,6,7,-55.22,38.4,15.36
1,45.3176,52.661,6,6,7,-56.35,37.32,12.21
1,43.9265,53.2007,6,6,7,-59.66,34.04,10.47
1,42.828,56.6817,6,6,7,-65.11,28.66,6.43
1,40.2802,50.0316,6,6,7,-64.97,28.46,4.98
1,43.4154,55.9376,6,6,7,-63.49,30.21,10.94
1,48.0623,54.1551,6,6,7,-54.29,39.71,13.67
1,56.9716,54.2867,6,6,7,-62.25,32.28,12.59
1,50.0767,55.0203,6,6,7,-55.44,38.65,13.13
0,70,50,0,0,3,20,10000,141.93
1,63.4619,43.1016,0,0,3,-67.61,23.37,4.07
1,77.3125,54.1839,0,0,3,-65.7,27.11,13.13
1,63.0635,52.8071,0,0,3,-63.92,27.08,10.75
1,72.1297,54.1851,0,0,3,-57.6,34.44,12.13
1,71.6722,46.997,0,0,3,-53.84,38.05,9.52
1,74.3324,53.8936,0,0,3,-60.4,31.32,11.75
1,76.3653,49.8043,0,0,3,-61.61,30.38,12.52
1,61.6565,48.9931,0,0,3,-65.66,24.47,9.6
1,78.6491,52.1225,0,0,3,-66.57,26.05,14.36
1,68.3794,58.6142,0,0,3,-66.32,26.66,12.29
1,77.455,47.87,0,0,3,-64.44,28.34,7.14
1,63.3864,56.7433,0,0,3,-67.51,24.84,10.52
1,70.5744,45.0134,0,0,3,-58.44,32.34,7.22
1,71.7877,44.3717,0,0,3,-60.58,30.63,6.91
0,10,10,6,6,7,20,10000,106.94
1,17.3449,8.1008,6,6,7,-61.11,31.77,7.66
1,0.819,12.4606,6,6,7,-64.6,29.2,4.14
1,19.2819,11.3091,6,6,7,-64.38,28.13,5.7
1,5.2107,5.6329,6,6,7,-58.85,34.77,8.45
1,10.8725,12.9546,6,6,7,-49.57,43.16,7.91
1,8.0472,0.2684,6,6,7,-65.31,28.84,5.29
1,3.2581,8.3212,6,6,7,-59.83,33.92,7.11
1,4.2492,4.0033,6,6,7,-62.48,31.22,8.41
1,10.3478,1.7912,6,6,7,-62.31,31.68,8
1,4.2784,7.6789,6,6,7,-58.18,35.17,8.83
1,13.6826,1.1569,6,6,7,-64.73,29.21,6.48
1,18.82,6.8135,6,6,7,-64.38,28.76,6.54
1,12.999,13.6665,6,6,7,-54.7,37.69,7.91
1,3.535,17.3978,6,6,7,-65.15,28.49,1.96
1,11.3967,2.2587,6,6,7,-61.65,32.33,8.21
1,19.3237,6.9143,6,6,7,-65.14,27.89,4.33
0,30,10,0,0,3,20,10000,143.54
1,35.5299,17.776,0,0,3,-67.68,18.51,3.07
1,29.1164,14.1595,0,0,3,-56.37,32.5,9.14
1,32.6644,16.8413,0,0,3,-63.64,23.76,4.45
1,28.0156,4.2566,0,0,3,-60.97,30.62,10.68
1,28.7615,7.2357,0,0,3,-52.39,38.33,11.75
1,37.2699,13.9823,0,0,3,-65.45,20.91,4.38
1,20.9574,10.979,0,0,3,-66.9,24.46,9.52
1,31.4638,6.74,0,0,3,-54.29,35.86,9.83
1,23.2562,9.3127,0,0,3,-62.49,28.42,10.68
1,29.7086,3.8197,0,0,3,-61.22,30.6,11.29
1,30.1417,12.3989,0,0,3,-49.84,39.16,8.14
1,25.9369,4.4818,0,0,3,-62.64,29.25,9.91
1,31.0823,7.1975,0,0,3,-52.3,37.83,10.52
1,29.602,12.0584,0,0,3,-48.38,40.91,6.99
1,30.5586,14.4411,0,0,3,-57,31.61,7.91
1,39.5073,7.3205,0,0,3,-68.24,19.95,5.99
1,27.0375,1.287,0,0,3,-67.09,25.53,9.29
0,50,10,0,0,7,20,10000,23.42
1,40.9077,6.7451,0,0,7,-70.88,16.58,0.31
1,51.2071,13.4183,0,0,7,-57.47,23.89,1.54
1,52.0475,11.6324,0,0,7,-53.78,28.56,3.15
1,47.3702,6.5098,0,0,7,-59.71,23.92,2.3
1,45.29,16.5513,0,0,7,-68.05,14.11,0.08
1,46.1852,13.3112,0,0,7,-61.54,20.17,1.38
1,55.2348,8.2598,0,0,7,-62.68,18.25,0.92
1,54.666,10.2623,0,0,7,-60.55,20.82,1.61
1,44.9917,10.4156,0,0,7,-61.47,20.96,1.31
1,43.6004,4.8185,0,0,7,-68.36,19.13,0.54
1,43.0095,11.584,0,0,7,-66.3,18.52,0.38
1,48.9797,16.7491,0,0,7,-65.6,16.21,1.38
1,48.681,14.7229,0,0,7,-61.16,21.18,1.54
1,43.2439,6.2262,0,0,7,-67.42,19.05,0.54
1,47.2757,13.9427,0,0,7,-60.87,21.14,2.23
1,54.1598,8.8423,0,0,7,-59.57,21.07,2.23
1,56.0332,8.9487,0,0,7,-64.09,21.06,0.31
1,41.034,13.8605,0,0,7,-71.06,15.72,0
1,45.6134,11.4946,0,0,7,-60.44,22.94,1.46
1,56.4531,3.4789,0,0,7,-70.05,19.67,0.23
0,70,10,0,0,3,20,10000,132.92
1,69.3976,14.5334,0,0,3,-57.27,29.34,15.21
1,75.8333,15.581,0,0,3,-65.05,26.6,3.38
1,77.517,10.9936,0,0,3,-64.11,25.09,14.67
1,74.2652,3.1102,0,0,3,-65.11,25.72,15.97
1,69.8183,19.9222,0,0,3,-68.32,20.32,5.61
1,64.6559,12.6582,0,0,3,-60.73,26.22,15.36
1,63.0326,15.9024,0,0,3,-66.97,21.77,1.46
1,67.9029,13.2544,0,0,3,-55.24,30.97,15.21
1,67.4047,1.9858,0,0,3,-65.7,24.76,16.34
1,69.0466,14.3218,0,0,3,-56.86,29.72,14.67
1,74.3674,12.2154,0,0,3,-58.13,30.26,15.05
0,10,30,0,0,7,20,10000,74.27
1,13.4963,36.0111,0,0,7,-65.86,13.88,1
1,12.8896,30.403,0,0,7,-54.98,23.76,8.76
1,5.2718,25.8969,0,0,7,-64.39,12.2,8.06
1,2.375,28.4833,0,0,7,-67.49,13.04,6.45
1,11.6151,31.5083,0,0,7,-51.95,27.62,9.06
1,14.1003,37.7866,0,0,7,-69.39,12.85,0.08
1,2.0159,32.9342,0,0,7,-68.86,12.59,5.99
1,1.8656,28.9722,0,0,7,-68.3,12.28,5.45
1,10.4806,33.7868,0,0,7,-58.08,20.06,6.3
1,13.5538,29.8063,0,0,7,-57.25,21.28,8.37
1,11.8132,23.1178,0,0,7,-66.2,11.61,0.15
1,7.9156,22.3918,0,0,7,-67.71,15.36,0.38
1,13.5195,25.93,0,0,7,-62.36,13.91,7.68
1,8.132,22.8559,0,0,7,-66.73,14.65,0.15
1,10.4906,34.8337,0,0,7,-61.04,19.29,6.37
0,30,30,0,0,3,20,10000,40.24
1,37.0433,24.6352,0,0,3,-66.48,22.2,1.38
1,26.6374,22.7526,0,0,3,-64.89,23.24,2.53
1,23.901,25.9626,0,0,3,-63.58,22.01,3.15
1,32.991,33.556,0,0,3,-57.47,27.49,5.53
1,28.8293,37.3051,0,0,3,-63.75,21.03,5.15
1,38.3464,33.5561,0,0,3,-66.86,19.47,1.38
1,33.6143,25.8616,0,0,3,-59.62,25,3.61
1,26.6029,36.4861,0,0,3,-63.6,20.34,3.38
1,33.6921,32.5933,0,0,3,-57.1,28.07,4.99
1,26.1103,26.6319,0,0,3,-58.76,26.22,4.53
1,31.4788,39.6645,0,0,3,-68.08,17.25,2.61
1,20.9611,30.8496,0,0,3,-66.87,18,2
0,50,30,0,0,7,20,10000,57.03
1,43.383,24.8372,0,0,7,-68.65,13.15,2.53
1,55.9832,33.8236,0,0,7,-66.16,16.41,1
1,40.766,29.7827,0,0,7,-70.16,12.92,0.9
1,42.9389,25.0972,0,0,7,-69.02,13.48,2.69
1,58.0327,24.5464,0,0,7,-70.97,17.07,0.08
1,56.3096,36.1827,0,0,7,-69.45,10.53,0.31
1,58.2482,32.0503,0,0,7,-68.85,13.1,0.77
1,47.5903,34.6839,0,0,7,-62.08,22.9,6.6
1,53.7406,36.1228,0,0,7,-66.31,15.23,0.92
1,46.0927,26.3996,0,0,7,-62.19,20.1,6.68
1,48.9329,24.1699,0,0,7,-63.64,18.1,6.37
1,50.5205,39.0516,0,0,7,-69.86,11.93,1.15
1,44.7529,21.7604,0,0,7,-71.07,15.65,0
1,44.8002,23.8217,0,0,7,-68.06,14.16,2.68
1,40.2296,30.7804,0,0,7,-71.13,10.63,0.15
1,49.5451,32.2056,0,0,7,-52.15,31.22,7.53
1,47.0734,24.6101,0,0,7,-64.11,18.12,5.91
1,50.6392,22.6461,0,0,7,-66.73,14.79,3.14
